Alt,Direction,Endpoint,INPacketCountArgument,NominalBytesPerInterval,TotalLength,Category,FailedAt,DeviceSpeed,Win32Error,UsbdStatus,BytesTransferred,Result
2,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
2,OUT,0x03,N/A,17,340,exact,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
2,OUT,0x03,N/A,8,160,sub,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
2,OUT,0x03,N/A,18,360,oversize,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
2,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
2,OUT,0x03,N/A,17,544,exact,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
2,OUT,0x03,N/A,8,256,sub,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
2,OUT,0x03,N/A,18,576,oversize,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
2,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
2,OUT,0x03,N/A,17,1088,exact,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
2,OUT,0x03,N/A,8,512,sub,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
2,OUT,0x03,N/A,18,1152,oversize,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
2,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
2,IN,0x83,1,17,17,exact,NONE,HIGH,0,0x00000000,17,ACCEPTED
2,IN,0x83,1,8,8,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
2,IN,0x83,1,18,18,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
2,IN,0x83,1,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
2,IN,0x83,2,17,34,exact,NONE,HIGH,0,0x00000000,34,ACCEPTED
2,IN,0x83,2,8,16,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
2,IN,0x83,2,18,36,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
2,IN,0x83,2,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
2,IN,0x83,4,17,68,exact,NONE,HIGH,0,0x00000000,68,ACCEPTED
2,IN,0x83,4,8,32,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
2,IN,0x83,4,18,72,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
2,IN,0x83,4,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
2,IN,0x83,8,17,136,exact,NONE,HIGH,0,0x00000000,136,ACCEPTED
2,IN,0x83,8,8,64,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
2,IN,0x83,8,18,144,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
2,IN,0x83,8,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
2,IN,0x83,10,17,170,exact,NONE,HIGH,0,0x00000000,170,ACCEPTED
2,IN,0x83,10,8,80,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
2,IN,0x83,10,18,180,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
2,IN,0x83,10,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
2,IN,0x83,16,17,272,exact,NONE,HIGH,0,0x00000000,272,ACCEPTED
2,IN,0x83,16,8,128,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
2,IN,0x83,16,18,288,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
2,IN,0x83,16,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
2,IN,0x83,20,17,340,exact,NONE,HIGH,0,0x00000000,340,ACCEPTED
2,IN,0x83,20,8,160,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
2,IN,0x83,20,18,360,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
2,IN,0x83,20,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
2,IN,0x83,32,17,544,exact,NONE,HIGH,0,0x00000000,544,ACCEPTED
2,IN,0x83,32,8,256,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
2,IN,0x83,32,18,576,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
2,IN,0x83,32,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
2,IN,0x83,64,17,1088,exact,NONE,HIGH,0,0x00000000,1088,ACCEPTED
2,IN,0x83,64,8,512,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
2,IN,0x83,64,18,1152,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
2,IN,0x83,64,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
3,OUT,0x03,N/A,25,25,exact,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,12,12,sub,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,26,26,oversize,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
3,OUT,0x03,N/A,25,50,exact,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,12,24,sub,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,26,52,oversize,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
3,OUT,0x03,N/A,25,100,exact,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,12,48,sub,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,26,104,oversize,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
3,OUT,0x03,N/A,25,200,exact,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,12,96,sub,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,26,208,oversize,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
3,OUT,0x03,N/A,25,250,exact,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,12,120,sub,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,26,260,oversize,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
3,OUT,0x03,N/A,25,400,exact,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,12,192,sub,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,26,416,oversize,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
3,OUT,0x03,N/A,25,500,exact,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,12,240,sub,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,26,520,oversize,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
3,OUT,0x03,N/A,25,800,exact,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,12,384,sub,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,26,832,oversize,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
3,OUT,0x03,N/A,25,1600,exact,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,12,768,sub,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,26,1664,oversize,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
3,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
3,IN,0x83,1,25,25,exact,NONE,HIGH,0,0x00000000,25,ACCEPTED
3,IN,0x83,1,12,12,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
3,IN,0x83,1,26,26,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
3,IN,0x83,1,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
3,IN,0x83,2,25,50,exact,NONE,HIGH,0,0x00000000,50,ACCEPTED
3,IN,0x83,2,12,24,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
3,IN,0x83,2,26,52,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
3,IN,0x83,2,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
3,IN,0x83,4,25,100,exact,NONE,HIGH,0,0x00000000,100,ACCEPTED
3,IN,0x83,4,12,48,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
3,IN,0x83,4,26,104,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
3,IN,0x83,4,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
3,IN,0x83,8,25,200,exact,NONE,HIGH,0,0x00000000,200,ACCEPTED
3,IN,0x83,8,12,96,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
3,IN,0x83,8,26,208,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
3,IN,0x83,8,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
3,IN,0x83,10,25,250,exact,NONE,HIGH,0,0x00000000,250,ACCEPTED
3,IN,0x83,10,12,120,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
3,IN,0x83,10,26,260,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
3,IN,0x83,10,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
3,IN,0x83,16,25,400,exact,NONE,HIGH,0,0x00000000,400,ACCEPTED
3,IN,0x83,16,12,192,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
3,IN,0x83,16,26,416,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
3,IN,0x83,16,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
3,IN,0x83,20,25,500,exact,NONE,HIGH,0,0x00000000,500,ACCEPTED
3,IN,0x83,20,12,240,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
3,IN,0x83,20,26,520,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
3,IN,0x83,20,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
3,IN,0x83,32,25,800,exact,NONE,HIGH,0,0x00000000,800,ACCEPTED
3,IN,0x83,32,12,384,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
3,IN,0x83,32,26,832,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
3,IN,0x83,32,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
3,IN,0x83,64,25,1600,exact,NONE,HIGH,0,0x00000000,1600,ACCEPTED
3,IN,0x83,64,12,768,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
3,IN,0x83,64,26,1664,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
3,IN,0x83,64,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
4,OUT,0x03,N/A,33,33,exact,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,16,16,sub,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,34,34,oversize,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
4,OUT,0x03,N/A,33,66,exact,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,16,32,sub,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,34,68,oversize,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
4,OUT,0x03,N/A,33,132,exact,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,16,64,sub,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,34,136,oversize,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
4,OUT,0x03,N/A,33,264,exact,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,16,128,sub,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,34,272,oversize,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
4,OUT,0x03,N/A,33,330,exact,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,16,160,sub,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,34,340,oversize,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
4,OUT,0x03,N/A,33,528,exact,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,16,256,sub,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,34,544,oversize,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
4,OUT,0x03,N/A,33,660,exact,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,16,320,sub,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,34,680,oversize,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
4,OUT,0x03,N/A,33,1056,exact,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,16,512,sub,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,34,1088,oversize,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
4,OUT,0x03,N/A,33,2112,exact,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,16,1024,sub,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,34,2176,oversize,NONE,HIGH,0,NOT_REPORTED,NOT_REPORTED,ACCEPTED
4,OUT,0x03,N/A,0,0,zero,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
4,IN,0x83,1,33,33,exact,NONE,HIGH,0,0x00000000,33,ACCEPTED
4,IN,0x83,1,16,16,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
4,IN,0x83,1,34,34,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
4,IN,0x83,1,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
4,IN,0x83,2,33,66,exact,NONE,HIGH,0,0x00000000,66,ACCEPTED
4,IN,0x83,2,16,32,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
4,IN,0x83,2,34,68,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
4,IN,0x83,2,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
4,IN,0x83,4,33,132,exact,NONE,HIGH,0,0x00000000,132,ACCEPTED
4,IN,0x83,4,16,64,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
4,IN,0x83,4,34,136,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
4,IN,0x83,4,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
4,IN,0x83,8,33,264,exact,NONE,HIGH,0,0x00000000,264,ACCEPTED
4,IN,0x83,8,16,128,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
4,IN,0x83,8,34,272,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
4,IN,0x83,8,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
4,IN,0x83,10,33,330,exact,NONE,HIGH,0,0x00000000,330,ACCEPTED
4,IN,0x83,10,16,160,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
4,IN,0x83,10,34,340,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
4,IN,0x83,10,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
4,IN,0x83,16,33,528,exact,NONE,HIGH,0,0x00000000,528,ACCEPTED
4,IN,0x83,16,16,256,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
4,IN,0x83,16,34,544,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
4,IN,0x83,16,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
4,IN,0x83,20,33,660,exact,NONE,HIGH,0,0x00000000,660,ACCEPTED
4,IN,0x83,20,16,320,sub,COMPLETION,HIGH,0x0000007A,UNOBSERVED,0,REJECTED
4,IN,0x83,20,34,680,oversize,SUBMIT_TRANSFER,HIGH,0x000006F8,UNOBSERVED,0,REJECTED
4,IN,0x83,20,0,0,zero,SUBMIT_TRANSFER,HIGH,0x00000057,UNOBSERVED,0,REJECTED
4,IN,0x83,32,33,1056,exact,NONE,HIGH,0,0x00000000,1056,ACCEPTED
